Name,Lead_Score,Pain_Score,Advice,Emails,Socials,Website_Status,Issues,Tech_Stack,Rating,Reviews,Website,Phone,Address,id,Tags,Vibes,Package_Name,Package_Price,Package_Includes
Stellenbosch Reserve,75.4,,"High Value: Mentions function, event, premium. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook, X/Twitter",Issues,Slow Server (TTFB 3.75s),"WordPress, WooCommerce",4.5,490,http://www.thestellenboschreserve.com/,+27 72 480 0073,"Annandale Rd, Stellenbosch, 7600, South Africa",d8dc01e1,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Lorenzo Marx Coffee Bar Paardevlei,74.6,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",paardevlei@lorenzomarx.co.za,,Issues,Slow Server (TTFB 8.11s),"WordPress, WooCommerce",4.1,489,http://www.lorenzomarx.co.za/,+27 21 852 3940,"Unit G01, House of Amelie, 14c De Beers Ave, Paardevlei, Cape Town, 7130, South Africa",123638d6,"['Slow Load', 'No Socials', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Oude Werf Hotel Restaurant,73.2,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",reservations@oudewerf.co.zaOur,"Instagram, Facebook",Good,,"Facebook Pixel, Google Analytics, WordPress",4.6,58,https://www.oudewerf.co.za/dining/,+27 21 887 4608,"30 Church St, Stellenbosch Central, Stellenbosch, 7600, South Africa",f45527c4,"['Ads Active', 'Luxury']",['Event Venue'],Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Atma - Beach Road,72.9,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,,Issues,Slow Server (TTFB 1.93s),"WordPress, WooCommerce",4.7,44,http://www.atmafood.co.za/,+27 73 553 3195,"180 Beach Rd, Strand, Cape Town, 7140, South Africa",a203fe22,"['Slow Load', 'No Socials', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Sweetwell Restaurant & Destination,72.5,,"High Value: Mentions wedding, function, event. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook",Issues,Slow Server (TTFB 23.88s),,4.3,766,http://www.sweetwell.co.za/,+27 78 794 9910,"Plot 215, Raithby, 7125, South Africa",65685d8f,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Platō Coffee - Somerset West,71.9,,"High Value: Mentions function, event, luxury. Pitch: 'Premium clients expect a premium digital experience'.",hello@plato.coffee,"Facebook, Instagram",Issues,Slow Server (TTFB 5.36s),"Modern Host (cloudflare), Shopify",4.7,148,https://plato.coffee/,+27 21 002 8513,"1 Bright St, Audas Estate, Cape Town, 7130, South Africa",bd4b4f49,"['Slow Load', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Kantien,71.1,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.","kantien@bertusbasson.comPlease, info@devrijeburger.comPlease, info@chorusrestaurant.comAddress, info@toevlug.co.za, info@eikerestaurant.comPlease, info@devrijeburger.com, cptlo_ongetem@hilton.com, info@bloemrestaurant.co.za, info@spekenbone.comPlease, info@chorusrestaurant.com, kantien@bertusbasson.com, info@bloemrestaurant.co.zaAddress, info@spekenbone.com, info@eikerestaurant.com","Instagram, Facebook, X/Twitter",Issues,Slow Server (TTFB 35.56s),Google Analytics,4.5,55,https://bertusbasson.com/,+27 71 138 3991,"6 Papegaai St, Stellenbosch Central, Stellenbosch, 7601, South Africa",c8a1e0b9,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
PANE E VINO FOOD & WINE BAR,70.9,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",info@paneevino.co.za,"Instagram, Facebook",Issues,Slow Server (TTFB 8.49s),,4.6,175,http://www.paneevino.co.za/,+27 21 883 8312,"Bosman's Crossing, 7 Distillery Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",c3e92c1a,"['Slow Load', 'Luxury']","['Energetic/Nightlife', 'Event Venue']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Eike by Bertus Basson,70.8,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.7,252,http://www.bertusbasson.com/,+27 21 007 4231,"50 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",5ffa7925,"['No Socials', 'High Budget']",['Premium/Luxury'],Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Vergenoegd Löw Wine Estate,70.4,,General Upgrade: 'Modernize digital presence'.,,,Issues,"SSL Invalid/Missing, Connection Failed (Site Down)",,4.4,774,https://vergenoegd.co.za/,+27 21 843 3248,"1 Faure Village Rd, Stellenbosch Farms, Cape Town, 7134, South Africa",cc0b1654,"['Insecure', 'No Socials']",[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Hudsons - The Burger Joint (Stellenbosch),70.4,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.6,5994,https://theburgerjoint.co.za/?utm_source=google_maps&utm_medium=website_button&utm_campaign=SP&utm_content=SP,+27 21 887 2052,"77 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",de6466a4,['No Socials'],['Energetic/Nightlife'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Xpresso Café - Liberty Promenade,70.2,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.","work@xpressocafe.co.za, orders@xpressocafe.co.za, info@xpressocafe.co.za","Facebook, Instagram",Issues,Slow Server (TTFB 8.09s),"Google Analytics, WordPress, WooCommerce",4.5,48,https://xpressocafe.co.za/,+27 78 633 3771,"Shop 178, Liberty Promenade, A Z Berman Dr, Mitchells Plain, Cape Town, 7785, South Africa",c8a3bdf8,"['Slow Load', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Ekhaya Coffee Roasters,69.9,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,"Facebook, Instagram, LinkedIn",Good,,"Google Analytics, WordPress, WooCommerce",5.0,175,https://www.ekhayaroasters.com/,+27 68 610 9363,"Shop 1, Strand Pavilion, Beach Rd, Strand, Cape Town, 7140, South Africa",dba362bd,['Luxury'],"['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
De Vleispaleis Steakhouse,69.3,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",info@devleispaleis.co.za,"Instagram, Facebook",Good,,"Google Analytics, WordPress",4.6,591,https://devleispaleis.co.za/,+27 21 879 2356,"56 Dorp St, Stellenbosch Central, Stellenbosch, 7599, South Africa",399c93f1,['Luxury'],['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Sushi Box Stellenbosch,68.6,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.9,1214,https://sushiboxcapetown.wixsite.com/mysite,+27 63 676 0410,"3C Andringa St, Stellenbosch Central, Stellenbosch, 7599, South Africa",cafee393,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
The Jordan Restaurant with Marthinus Ferreira,67.0,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event, luxury. Pitch: 'Premium clients expect a premium digital experience'.","reservations@jordanwines.com, info@jordanwines.com","Instagram, Facebook, LinkedIn",Good,,"Google Analytics, WordPress, Twitter Bootstrap, WooCommerce",4.7,296,http://www.jordanwines.com/,+27 21 881 3441,"Stellenbosch Kloof Rd, Vlottenburg, Stellenbosch, 7604, South Africa",ade266ec,['Luxury'],['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Stellenbosch Kitchen,66.3,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.2,1063,http://www.stellenboschkitchen.co.za/,+27 21 883 2893,"Dorp St &, Andringa St, Stellenbosch Central, Stellenbosch, 7600, South Africa",baf53070,"['No Socials', 'High Budget']",['Premium/Luxury'],Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Lekker Dutch,61.7,,High Value: Mentions function. Pitch: 'Premium clients expect a premium digital experience'.,info@lekkerdutch.co.za,"Instagram, Facebook",Issues,Slow Server (TTFB 8.17s),,4.3,113,http://www.lekkerdutch.co.za/,+27 78 583 4613,"61 Plein St, Stellenbosch Central, Stellenbosch, 7600, South Africa",7e3aa966,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Rust en Vrede Wine Estate,61.7,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.7,1096,http://rustenvrede.com/,+27 21 881 3881,"Annandale Rd, Stellenbosch, 7600, South Africa",4d86b88d,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Delheim Wine Estate,60.9,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.6,1522,http://www.delheim.com/,+27 21 888 4600,"Knorhoek Rd, Stellenbosch, 7599, South Africa",ddb695aa,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Spier Wine Tasting,59.6,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.5,2031,http://www.spier.co.za/visit/wine-tasting,+27 21 809 1147,"Spier Wine Farm R310, Baden Powell Dr, Lynedoch, Stellenbosch, 7600, South Africa",b18cfd2e,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Lanzerac Wine Estate,59.4,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.6,1223,http://www.lanzerac.co.za/,+27 21 887 1132,"Lanzerac Wine Estate, Lanzerac Rd, Stellenbosch, 7600, South Africa",d95176ef,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
The Table at De Meye,58.8,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.8,514,http://www.thetablerestaurant.co.za/,+27 72 696 0530,"De Meye Farm Muldersvlei Road Klapmuts, Stellenbosch, 7600, South Africa",b7f8e949,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Mont Marie Restaurant,58.1,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.5,1605,http://www.montmarie.co.za/,+27 21 880 0777,"Blaauwklippen Rd, Stellenbosch, 7600, South Africa",9a813a52,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Jordan Wine Estate,57.6,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.6,946,http://www.jordanwines.com/,+27 21 881 3441,"Stellenbosch Kloof Road, Vlottenberg, Stellenbosch, 7604, South Africa",deb93f91,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
The Restaurant @ Root44,57.5,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",info@root44.co.za,"Instagram, Facebook, X/Twitter",Issues,Slow Server (TTFB 1.87s),"WordPress, Drupal, Google AdSense",4.1,110,http://www.root44.co.za/,+27 21 300 3935,"Corner of R44 and, Annandale Rd, Stellenbosch, 7600, South Africa",c3b8266e,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
De Volkskombuis,56.8,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.5,1326,http://devolkskombuis.co.za/,+27 21 741 0980,"De Volkskombuis, Aan-de-Wagenweg, Krigeville, Stellenbosch, 7600, South Africa",e0619738,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Java Cafe/Bistro Stellenbosch,56.6,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.3,3840,http://www.javabistro.net/,+27 21 887 6261,"8 Jan Katz Building, 31 Church St, Stellenbosch Central, Stellenbosch, 7600, South Africa",0cdee554,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
NoodleBox Stellenbosch,56.0,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.8,361,http://noodlebox.co.za/,+27 72 875 4253,"2 Andringa St, Stellenbosch Central, Stellenbosch, 7599, South Africa",2ea526a4,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Muratie Wine Estate,55.8,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.6,724,http://www.muratie.co.za/,+27 21 865 2330,"Knorhoek Rd, Koelenhof, Stellenbosch, 7605, South Africa",9349866d,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
MERTIA,55.7,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.9,254,https://www.mertia.co.za/,+27 76 644 8448,"20 Bird St, Central, Stellenbosch, 7600, South Africa",a5cd2d7a,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
De Warenmarkt,55.6,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.4,1821,http://www.dewarenmarkt.com/,+27 21 883 2274,"20 Ryneveld St, Stellenbosch Central, Stellenbosch, 7600, South Africa",bdb6fe86,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Melfort,55.2,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.9,239,https://www.melfort.co/,+27 71 408 6392,"Marianne Wine Estate Valley Road - just off R44 Stellenbosch, Cape Town, 7600, South Africa",96068da5,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Oldenburg Vineyards,55.1,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.8,321,https://oldenburgvineyards.com/,+27 21 885 1618,"Oldenburg Vineyards, Banghoek Rd, Stellenbosch, 7601, South Africa",01004bce,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Free Bird Neelsie Stellenbosch,54.8,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook",Issues,Slow Server (TTFB 23.48s),"Google Analytics, WordPress, Twitter Bootstrap",4.4,5,https://freebird.co.za/?utm_source=google_maps&utm_medium=website_button&utm_campaign=SP&utm_content=SP,+27 21 180 5332,"Shop K02, De Beer Rd, Stellenbosch Central, Stellenbosch, 7602, South Africa",c851f441,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Waterford Estate,54.8,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.6,635,http://www.waterfordestate.co.za/,+27 21 880 5300,"Upper Blaauwklippen Rd, Helderberg Rural, Stellenbosch, 7600, South Africa",d46f2c5a,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Bossa Stellenbosch,54.3,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.3,2542,https://bossagoodtimes.com/,+27 21 202 5929,"Paradyskloof Centre Strand Rd, Blaauwklippen Rd, Stellenbosch, Cape Town, 7600, South Africa",77e84f29,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Balboa Balcony Bar,53.8,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.5,831,https://www.manoushestellenbosch.com/,+27 21 886 7110,"18A Andringa St, Stellenbosch Central, Stellenbosch, 7600, South Africa",0f9411c6,['No Socials'],['Energetic/Nightlife'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
De Eetkamer,53.6,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.7,366,http://www.de-eetkamer.co.za/,+27 21 001 8308,"3 Drostdy Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",83d2395d,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
De Vier Restaurant,53.6,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.8,263,https://www.devier.co.za/,+27 21 891 0145,"19 Mark St, Stellenbosch Central, Stellenbosch, 7600, South Africa",0ef99006,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Post & Pepper Restaurant,53.0,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.7,340,https://www.postandpepper.co.za/,+27 21 203 5165,"Unit 001, Oude Postkantoor, c\o Bird and, Plein St, Stellenbosch Central, Stellenbosch, 7600, South Africa",4acf6815,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Simonsig Family Vineyards,52.5,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.5,677,http://www.simonsig.co.za/,+27 21 888 4915,"Kromme Rhee Rd, Stellenbosch, Cape Town, 7605, South Africa",e09dadbe,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Copper Kettle Restaurant,52.5,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.6,450,https://www.copperkettle.co.za/,+27 64 903 9510,"143 Raithby Rd, Somerset West, Raithby, 7130, South Africa",7d0c7b61,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Ernie Els Wines,52.4,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.5,674,http://www.ernieelswines.com/,+27 21 881 3588,"Annandale Rd, Stellenbosch NU, Stellenbosch, 7600, South Africa",2501ea13,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
THE BOER AND BUTCHER - STELLENBOSCH SQUARE,51.7,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.6,406,https://www.boerandbutcher.co.za/,+27 21 001 3121,"7600, Jamestown, Stellenbosch, 7622, South Africa",e7a10c18,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Manor Kitchen,50.3,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.5,486,http://www.lanzerac.co.za/,,"Lanzerac Wine Estate, Lanzerac Rd, Karindal, Stellenbosch, 7600, South Africa",92504a0d,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
The Deck on Precious Hidden Valley,49.3,,"High Value: Mentions wedding, function, event. Pitch: 'Premium clients expect a premium digital experience'.",reservations@hiddenvalleywines.co.za,"Instagram, Facebook, X/Twitter",Good,,Modern Host (cloudflare),4.3,436,https://www.hiddenvalleywines.co.za/pages/restaurant-at-hidden-valley,+27 21 007 3477,"Annandale Road, Stellenbosch NU, Stellenbosch, 7613, South Africa",bad23ae4,['Luxury'],['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Stoep,48.7,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.4,581,https://www.laborieestate.co.za/,+27 21 807 3232,"Corner of Taillefer & Main Road Laborie Estate, Paarl, 7646, South Africa",6ae520bd,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Jonny’s Mozambican Restaurant,48.3,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.7,178,http://jonnys.co.za/,+27 87 164 3750,"137 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",6c6d99c7,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
GOOD TO GATHER,47.5,,General Upgrade: 'Modernize digital presence'.,,,Good,,,5.0,75,https://goodtogather.co.za/,,"Rozendal Farm, Omega Rd, Rozendal, Stellenbosch, 7600, South Africa",8d97a4c1,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Tokara Wine Estate,47.4,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.3,759,http://www.tokara.com/,+27 21 808 5900,"Helshoogte Rd, Stellenbosch, Cape Town, 7600, South Africa",1d332348,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Meraki,45.6,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.2,922,http://www.meraki-living.co.za/,+27 21 007 3999,"43 Church St, Stellenbosch Central, Stellenbosch, 7600, South Africa",d962cb61,['No Socials'],['Cozy/Casual'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Vadas Smokehouse & Bakery,44.8,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.2,791,https://vadas.co.za/?utm_source=google&utm_medium=organic&utm_campaign=GMB,+27 21 809 1137,"Vadas Smokehouse & Bakery, Spier Wine Farm, R310 Baden Powell Dr, Stellenbosch, 7603, South Africa",3c2634d3,['No Socials'],['Cozy/Casual'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
SADIECOFFEE - Stellenbosch,44.7,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.7,110,http://www.sadiecoffee.co.za/,+27 78 822 0727,"Shop 12a Stone Square Shopping Centre, Hendrikse Rd, Cloetesville, Stellenbosch, 7600, South Africa",9349f357,['No Socials'],['Cozy/Casual'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
VUUR Restaurant,44.5,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.8,83,http://www.vuurrestaurant.com/,+27 76 500 0099,"R44, Stellenbosch, 7600, South Africa",a1cc1002,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Klein Joostenberg Picnics,41.2,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.4,168,http://joostenberg.co.za/picnics/,+27 21 884 4014,"Klein Joostenberg Bistro, Muldersvlei Road, Stellenbosch, 7550, South Africa",d509073b,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Somerbosch Bistro,41.2,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.4,168,http://www.somerbosch.co.za/?q=content/somerbosch-bistro,+27 21 855 3615,"Somerbosch Wines, Stellenbosch, 4800, South Africa",988a60d5,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Ischia Restaurant Stellenbosch,40.1,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.8,47,http://www.supersconto.co.za/,+27 21 476 0707,"15 Alberto Drive, Devonbosch, Bottelary Rd, Koelenhof, Stellenbosch, 7605, South Africa",95ef49d7,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
De Blaauwe Kitchen,38.7,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.3,161,https://www.blaauwklippen.com/restaurant,+27 21 880 0133,"Blaauwklippen Estate, Strand Rd, R44, Stellenbosch, 7600, South Africa",cbda7aee,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
TERRA RESTAURANT,38.5,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.5,79,https://www.terrarestaurant.co.za/,+27 61 543 7135,"Ground Floor, 107 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",a1491ecd,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Du Vin Restaurant,37.2,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.2,186,http://www.duvin.co.za/,+27 21 023 0361,"R304 Stellenbosch, Cape Town, 7599, South Africa",4dfe6ce3,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Montreal Stellenbosch,35.7,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,4.3,95,http://www.montrealcoffee.co.za/,+27 21 300 0257,"26 Bird St, Stellenbosch Central, Stellenbosch, 7600, South Africa",a2a19801,['No Socials'],['Cozy/Casual'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Magna The One,34.1,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.6,32,https://the-one.co.za/,+27 72 398 5180,"16 Dennesig St, Stellenbosch Central, Stellenbosch, 7600, South Africa",21bce46d,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
SOFIA,30.3,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,3.8,341,https://sofiapizza.co.za/,+27 71 473 1609,"Oude Bank Building, 7 Church St, Stellenbosch Central, Cape Town, 7600, South Africa",4178e009,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Flavours Restaurant,23.0,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,3.8,42,https://devonvalleyhotel.com/restaurants/flavours/,+27 21 865 2012,"Devon Valley Rd, Stellenbosch, 7600, South Africa",5905d31e,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
V Restaurant @ Val de Vine,13.2,,General Upgrade: 'Modernize digital presence'.,,,Issues,Connection Failed (Site Down),,3.2,39,https://valdevine.co.za/restaurant/,+27 66 247 9483,"Drie Lande Farm, R44, Stellenbosch NU, Stellenbosch, 7599, South Africa",998bf790,['No Socials'],[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
